AllowedLocations,AmmoID,BattleValue,BonusValueA,BonusValueB,Capacity,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.Flags,Custom.InventorySorter,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,InventorySize,PrefabIdentifier,Tonnage,statusEffects,Custom.ComponentExplosion,Custom.Lootable,Custom.VolatileAmmo,Custom.TRGBColor,CanExplode,Custom.ColorChangeRule,Custom.RequiredCategory,Custom.Tag
All,Ammunition_Thumper,0,,,10,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""AreaOfEffect: 45"",""AreaOfEffectConversion: 90%"",""ThumperAmmo: 10"",""MineClearanceBoom: 4""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}",24000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Generic_Thumper_half,Generic,Thumper,Thumper Ammo,true,2,Ammo Thumper [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":25}",,,,,,,
All,Ammunition_ArrowIV_Guided,0,,,5,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""PipsIgnored: +1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""MissileHP: 20"",""ReqArtemis"",""ArrowIVAmmo: 5""]}","[{""CategoryID"":""a/m/t/arrowiv""},{""CategoryID"":""ArtemisIVammo""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}",60000,"Guided Arrow IV Warheads exchange some of their payload for more direct fire Capability and Accuracy. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ArrowIV,Ammo_AmmunitionBox_Guided_ArrowIV,Generic,ArrowIV,ArrowIV Ammo,true,5,Ammo ArrowIV Guided,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,,,
All,Ammunition_ArrowIV_Inferno,0,,,5,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: 30"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 75"",""AreaOfEffectDmg: 35"",""AreaOfEffectSTABDmg: 15"",""AreaOfEffectHeatDmg: 35"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 60"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""ScatterRadius: 35, 120"",""ArrowIVAmmo: 5"",""MissileHP: 20"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ArrowIV,Ammo_AmmunitionBox_Inferno_ArrowIV,Generic,ArrowIV Inferno,ArrowIV Inferno Ammo,true,1,Ammo ArrowIV Inferno,All,1,,1,[],"{""ExplosionDamagePerAmmo"":50,""HeatDamagePerAmmo"":50,""StabilityDamagePerAmmo"":30}",,"{""damageWeighting"":1}",,,,,
All,Ammunition_LongTom_Inferno,0,,,5,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: 50"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 105"",""AreaOfEffectDmg: 50"",""AreaOfEffectSTABDmg: 25"",""AreaOfEffectHeatDmg: 50"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 80"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""ScatterRadius: 80, 250"",""LongTomAmmo: 5"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000054""}",60000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Inferno_LongTom,Generic,LongTom,LongTom Ammo,true,5,Ammo LongTom Inferno,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""HeatDamagePerAmmo"":50,""StabilityDamagePerAmmo"":30}",,"{""damageWeighting"":1}","{""Color"":""#DC143C"",""SkipText"":true}",,,,
All,Ammunition_Sniper_Inferno,0,,,10,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +30"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 75"",""AreaOfEffectDmg: 35"",""AreaOfEffectSTABDmg: 15"",""AreaOfEffectHeatDmg: 35"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 60"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""SniperAmmo: 10"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000052""}",40000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Inferno_Sniper,Generic,Sniper,Sniper Ammo,true,5,Ammo Sniper Inferno,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,"{""damageWeighting"":1}","{""Color"":""#DC143C"",""SkipText"":true}",,,,
All,Ammunition_Thumper_Inferno,0,,,20,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""HeatDamage: +25"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 25"",""AreaOfEffectSTABDmg: 12"",""AreaOfEffectHeatDmg: 25"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 6"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""ScatterRadius: 30, 100"",""ThumperAmmo: 20"",""VolatileAmmo""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}",40000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Inferno_Thumper,Generic,Thumper,Thumper Ammo,true,5,Ammo Thumper Inferno,All,1,,1,[],"{""ExplosionDamagePerAmmo"":35,""HeatDamagePerAmmo"":35,""StabilityDamagePerAmmo"":20}",,"{""damageWeighting"":1}",,,,,
All,Ammunition_ArrowIV_Fascam_Inferno,0,,,10,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Thunder"",""ThunderMines: 60"",""ThunderRadius: 60"",""ThunderChance: 70%"",""ThunderDamage: 2"",""ThunderHeatDamage: 2"",""MissileHP: 20"",""ArrowIVAmmo: 10"",""VolatileAmmo""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}",40000,"FASCAM (Field Artillery Scatterable Mines) rounds, contains small but powerful anti-vehicle and anti-personnel mines which scatter out when fired,. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ArrowIV,Ammo_AmmunitionBox_InfernoFascam_ArrowIV,Generic,ArrowIV,ArrowIV Ammo,true,5,Ammo ArrowIV FASCAM Inferno,All,1,,1,[],"{""ExplosionDamagePerAmmo"":150,""StabilityDamagePerAmmo"":40}",,"{""damageWeighting"":1}",,,,,
All,Ammunition_MARS,0,,,30,Ammunition,"[""component_type_stock"",""BLACKLISTED""]",,AmmunitionBox,false,"{""Bonuses"":[""MARSAmmo: 30""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken"",""not_destroyed"",""ignore_damage"",""no_salvage""]}","{""SortKey"":""00040""}",20000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",lrm,Ammo_AmmunitionBox_MARS,Sterope Defense Industries,M270 MLRS,MARS Ammo,true,1,Ammo MARS,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""HeatDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_ArrowIV_Nuke,0,,,1,Ammunition,"[""BLACKLISTED"",""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""IsNOOK"",""Exhaust"",""ArrowIVAmmo: 1"",""AreaOfEffect: 360"",""AreaOfEffectDmg: 1250"",""AreaOfEffectHeatDmg: 500"",""ArrowIVDamage: 2000"",""MineClearanceBoom: 8"",""DesignMask: Radiation"",""ScatterRadius: 50, 180"",""MissileHP: 30""]}","[{""CategoryID"":""a/m/t/arrowiv""}]","{""flags"":[""not_broken""]}","{""SortKey"":""00051""}",1000000,"The Davy Crockett is a compact half-kiloton nuclear device configurable for a variety of delivery systems. Unfortunately many have a range only slightly longer than the blast radius, making them rather unpopular with troops. This configuration of the Davy Crockett-M can be launched via Arrow IV and operates in ground burst mode. While heavier than normal rounds at one ton each, they behave exactly as normal Arrow IV munitions do. Risk of propellant detonation can be mitigated with the use of C.A.S.E. the warhead itself will not detonate unless it is properly armed and primed.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",nuclear,Ammo_AmmunitionBox_Nuke_ArrowIV,Generic,ArrowIV,ArrowIV Ammo,true,10,Ammo Davy Crocket A-IV,All,1,,1,[],"{""ExplosionDamagePerAmmo"":600,""StabilityDamagePerAmmo"":150}",,,,,,,
All,Ammunition_LongTom_Nuke,0,,,1,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Exhaust"",""LongTomAmmo: 1"",""AreaOfEffect: 360"",""AreaOfEffectDmg: 1250"",""AreaOfEffectHeatDmg: 500"",""ArrowIVDamage: 2000"",""MineClearanceBoom: 12"",""DesignMask: Radiation"",""ScatterRadius: 80, 250"",""IsNOOK""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000054""}",1000000,"The Davy Crockett is a compact half-kiloton nuclear device configurable for a variety of delivery systems. Unfortunately many have a range only slightly longer than the blast radius, making them rather unpopular with troops. This configuration of the Davy Crockett-M can be launched via Long Tom Artillery and operates in ground burst mode. While heavier than normal rounds at one ton each, they behave exactly as normal munitions do. Risk of propellant detonation can be mitigated with the use of C.A.S.E. the warhead itself will not detonate unless it is properly armed and primed.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",nuclear,Ammo_AmmunitionBox_Nuke_LongTom,Generic,LongTom,LongTom Ammo,true,10,Ammo LongTom Davy Crocket,All,1,,1,[],"{""ExplosionDamagePerAmmo"":510,""StabilityDamagePerAmmo"":127}",,,,,,,
All,Ammunition_Thumper_Nuke,0,,,1,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""Exhaust"",""ThumperAmmo: 1"",""AreaOfEffect: 240"",""AreaOfEffectDmg: 800"",""AreaOfEffectHeatDmg: 400"",""ArrowIVDamage: 1000"",""MineClearanceBoom: 8"",""DesignMask: Radiation"",""ScatterRadius: 60, 220"",""IsNOOK""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000054""}",1000000,"The Davy Crockett is a compact half-kiloton nuclear device configurable for a variety of delivery systems. Unfortunately many have a range only slightly longer than the blast radius, making them rather unpopular with troops. This configuration of the Davy Crockett-M can be launched via Long Tom Artillery and operates in ground burst mode. While heavier than normal rounds at one ton each, they behave exactly as normal munitions do. Risk of propellant detonation can be mitigated with the use of C.A.S.E. the warhead itself will not detonate unless it is properly armed and primed.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",nuclear,Ammo_AmmunitionBox_Nuke_Thumper,Generic,Thumper,LongTom Ammo,true,10,Ammo Thumper Nuke,All,1,,1,[],"{""ExplosionDamagePerAmmo"":510,""StabilityDamagePerAmmo"":127}",,,,,,,
All,Ammunition_Sniper_Shaped,0,,,10,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""SniperAmmo: 10""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000052""}",60000,"A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced blast radius compared to other explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Shaped_Sniper,Generic,Sniper,Shaped Charge Sniper Ammo,true,5,Ammo Sniper Shaped Charge,All,1,,1,[],"{""ExplosionDamagePerAmmo"":100,""StabilityDamagePerAmmo"":25}",,,,,,,
All,Ammunition_Thumper_Shaped,0,,,20,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""ThumperAmmo: 20""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}",50000,"A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced blast radius compared to other explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Shaped_Thumper,Generic,Thumper,Thumper Ammo,true,5,Ammo Thumper Shaped Charge,All,1,,1,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":20}",,,,,,,
All,Ammunition_Thumper_Shaped,0,,,10,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""ThumperAmmo: 20""]}","[{""CategoryID"":""a/a/o/artillery""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000053""}",40000,"A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced blast radius compared to other explosives. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E. 

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",Artillery,Ammo_AmmunitionBox_Shaped_Thumper_half,Generic,Thumper,Thumper Ammo,true,6,Ammo Thumper Shaped Charge [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":75,""StabilityDamagePerAmmo"":20}",,,,,,,
All,Ammunition_ATM_ER,0,-25% Damage|,+30% Range.,60,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -4"",""StabDamage: -1"",""Range: +90%"",""MissileHP: 2"",""ATMAmmo: 60""]}","[{""CategoryID"":""a/m/l/atm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000044""}",30000,"Extreme Range ATM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_ER_ATM,CLAN,ATM ER,ATM ER Ammo,true,5,Ammo ATM ER,All,1,,1,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#63A655"",""SkipText"":true}",,,,
All,Ammunition_ATM_ER,0,-25% Damage|,+30% Range.,30,Ammunition,"[""component_type_variant"",""component_type_variant1""]",,AmmunitionBox,false,"{""Bonuses"":[""ATMDamage: -4"",""StabDamage: -1"",""Range: +90%"",""MissileHP: 2"",""ATMAmmo: 30""]}","[{""CategoryID"":""a/m/l/atm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000044""}",30000,"Extreme Range ATM Ammo utilizes more advanced flight computers and stabilizer to drastically increase their range. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_ER_ATM_half,CLAN,ATM ER,ATM ER Ammo,true,5,Ammo ATM ER [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":4,""StabilityDamagePerAmmo"":1}",,,"{""Color"":""#63A655"",""SkipText"":true}",,,,
All,Ammunition_ATM,0,,,60,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 2"",""ATMAmmo: 60""]}","[{""CategoryID"":""a/m/l/atm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000044""}",30000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_Generic_ATM,CLAN,ATM,ATM Ammo,true,1,Ammo ATM,All,1,,1,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
All,Ammunition_ATM,0,,,30,Ammunition,"[""component_type_stock""]",,AmmunitionBox,false,"{""Bonuses"":[""MissileHP: 2"",""ATMAmmo: 30""]}","[{""CategoryID"":""a/m/l/atm""}]","{""flags"":[""not_broken""]}","{""SortKey"":""000044""}",30000,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required per weapon type. Upon receiving a Critical Hit, any remaining ammunition stored inside an Ammo Bin will explode dealing damage to the install location. Risk can be mitigated with the use of C.A.S.E.

 <b><color=#00ffff>Left Click on Ammo count during battle to swap Ammo Type. Ctrl+click on ammunition counter to eject ammo.</color> </b>",ATM,Ammo_AmmunitionBox_Generic_ATM_half,CLAN,ATM,ATM Ammo,true,1,Ammo ATM [Half],All,1,,0.5,[],"{""ExplosionDamagePerAmmo"":8,""StabilityDamagePerAmmo"":2}",,,,,,,
