ArmorDamageModifier,Category,CriticalDamageModifier,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,HeatGenerated,HeatGeneratedModifier,HideIfOnlyVariant,ISDamageModifier,Type,AIBattleValue,AOECapable,AOEDamage,AOEHeatDamage,AOERange,AdditionalImpactVFX,AdditionalImpactVFXScaleX,AdditionalImpactVFXScaleY,AdditionalImpactVFXScaleZ,ColorChangeRule,ColorSpeedChange,ColorsTable,DamagePerShot,FireTerrainChance,HeatDamagePerShot,statusEffects,APCriticalChanceMultiplier,APDamage,AccuracyModifier,CriticalChanceMultiplier,DamageMultiplier,FlatJammingChance,RefireModifier,ChassisTagsAccuracyModifiers.unit_vtol,EvasivePipsIgnored,AMSDamage,ShotsWhenFired,AOEInstability,ClearMineFieldRadius,FireDurationWithoutForest,FireOnSuccessHit,FireTerrainCellRadius,FireTerrainStrength,MissileHealth,MineField.AOEDamage,MineField.AOEHeat,MineField.AOEInstability,MineField.AOERange,MineField.Chance,MineField.Count,MineField.Damage,MineField.FireDurationWithoutForest,MineField.FireOnSuccessHit,MineField.FireTerrainChance,MineField.FireTerrainStrength,MineField.Heat,MineField.InstallCellRange,MineField.SFX,MineField.VFXMinDistance,MineField.VFXprefab,MineField.statusEffects,MineField.FireTerrainCellRadius,DirectFireModifier,AMSHitChance,CanBeExhaustedAt,MaxMissRadius,MinMissRadius,tempDesignMaskCellRadius,tempDesignMaskOnImpact,tempDesignMaskOnImpactTurns,Instability,LongRange,MaxRange,MiddleRange,ProjectileSpeedMultiplier,ShortRange,MinRange,WeaponEffectID,AlwaysIndirectVisuals,ChassisTagsAccuracyModifiers.unit_powerarmor,HitGenerator,CantHitUnaffecedByPathing,ClusteringModifier,DistantVariance,Streak,SpreadRange,MineField.CantHitUnaffecedByPathing,Unguided,HasShells,MaxShellsDistance,MinShellsDistance,ProjectilesPerShot,UnseparatedDamageMult,IndirectFireCapable,ShellsRadius,LongVFXOnImpact,LongVFXOnImpactScaleX,LongVFXOnImpactScaleY,LongVFXOnImpactScaleZ,APArmorShardsMod,APMaxArmorThickness,deferredEffect.AOEDamage,deferredEffect.AOEHeatDamage,deferredEffect.AOEInstability,deferredEffect.AOERange,deferredEffect.FireDurationWithoutForest,deferredEffect.FireTerrainCellRadius,deferredEffect.FireTerrainChance,deferredEffect.FireTerrainStrength,deferredEffect.RangeColor,deferredEffect.SFX,deferredEffect.TerrainVFX,deferredEffect.TerrainVFXScale,deferredEffect.VFX,deferredEffect.VFXtime,deferredEffect.damageApplyTime,deferredEffect.id,deferredEffect.rounds,deferredEffect.statusEffects,deferredEffect.statusEffectsRangeFalloff,deferredEffect.sticky,deferredEffect.tempDesignMask,deferredEffect.tempDesignMaskCellRadius,deferredEffect.tempDesignMaskTurns,deferredEffect.text,deferredEffect.waitVFX,ChassisTagsAccuracyModifiers.unit_mech,ChassisTagsAccuracyModifiers.unit_vehicle,DamageVariance,ProjectileScale.x,ProjectileScale.y,ProjectileScale.z,isDamageVariation,isStabilityVariation,IsAAMS,IsAMS,DistantVarianceReversed,AlternateDamageCalc,DisableClustering,ammoCategoryID,ammunitionTypeID
1,AC20,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_AC20_Precision,AC/20 Ammo,false,0,Precision,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#0000CD"",""I"":5}]",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5,AC/5 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_AP,AC/5 Ammo,false,0,AP,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#EE82EE"",""I"":5}]",,,,,0.5,7,1,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_Caseless,AC/5 Ammo,false,0,CL,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#FAED39"",""I"":5}]",,,,,,,,,0.9,0.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_Flak,AC/5 Ammo,false,0,Flak,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#F3F34A"",""I"":5}]",,,,,,,2,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_Incendiary,AC/5 Ammo,false,0,Incendiary,0,1,,1,Normal,90,,,,,,,,,t0,5,"[{""C"":""#DC143C"",""I"":5}]",,0.18,18,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.96"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""9"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5Internal,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_Internal,AC/5 Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AC5,1,0,"Moderate caliber rounds, suitable for long range fire in an AC/5.",null,Ammunition_AC5_Precision,AC/5 Ammo,false,0,Precision,0,1,,1,Normal,,,,,,,,,,t0,5,"[{""C"":""#0000CD"",""I"":5}]",,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AMS,1,0,null,null,Ammunition_AMS,AMS Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AntiMissile,1,0,null,null,Ammunition_AMS_HE,AMS Ammo,false,0,HE,0,1,false,1,Normal,,,,,,,,,,,,,2,,,,,,,,,0.2,,,,1,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AntiMissileInternal,1,0,null,null,Ammunition_AMSInternal,AMS Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AntiMissile,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_AntiMissile,AMS Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,AntiMissile,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_AntiMissile_Caseless,AMS Ammo,false,0,CL,4,1,,1,Normal,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV,AC/20 Ammo,false,0,STD,0,1,true,1,Normal,,true,100,,75,WFX_ExplosiveSmokeM,2,2,2,,,,,0.02,,,,,,,0.2,,,-50,,,,50,15,0,true,6,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV_Fascam,AC/20 Ammo,false,0,FASCAM,0,1,,1,Normal,,,,,,,,,,,,,,,,,,,5,,0.2,,,,,,,,,,,,,20,2,0,2,33,0.7,60,1,0,true,0.01,0,0,15,enum:AudioEventList_explosion.explosion_propane_tank,30,vfxNstPrtl_vehicleCrushed_A,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV_Fascam_Inferno,AC/20 Ammo,false,0,FASCAM-I,0,1,,1,Normal,,,,,,,,,,,,,,,,,,,5,,0.2,,,,,,,,,,,,,20,1,1,1,33,0.7,60,1,2,true,1,2,1,15,enum:AudioEventList_explosion.explosion_propane_tank,30,vfxNstPrtl_vehicleCrushed_A,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV_Guided,AC/20 Ammo,false,0,Guided,0,1,,1,Normal,,,,,,WFX_ExplosiveSmokeM,1,1,1,,,,,0.02,,,,,-1,,,,,,1,,,,,,,6,15,20,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV_Inferno,AC/20 Ammo,false,0,Inferno,0,1,,1,Normal,90,true,35,35,75,WFX_Nuke,3,3,3,,,,,0.75,30,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.95"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,0.2,,,,,,,15,,3,true,7,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIV,1,0,Half kiloton nuclear device,null,Ammunition_ArrowIV_Nuke,Davy Crocket,false,0,Nuke,0,1,,1,Normal,,true,1250,500,360,WFX_Nuke,10,10,10,,,,2000,0.8,,,,,,,,,,,,,,650,60,2,true,30,15,30,,,,,,,,,,,,,,,,,,,,-0.15,1,20,20,60,DesignMaskFallout,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ArrowIVOS,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_ArrowIV_Oneshot,AC/20 Ammo,false,0,OS,0,1,true,1,Normal,,true,100,,75,WFX_ExplosiveSmokeM,2,2,2,,,,,0.02,,,,,,,0.2,,,-50,,,,50,15,0,true,6,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ATM,1,0,"Long range missiles, capable of dealing moderate damage at long range. Each missile lacks punch, but in a group they can deal significant damage.",null,Ammunition_ATM,ATM Ammo,false,0,STD,0,1,,1,Normal,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ATM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_ATM_ER,Extreme Range ATM Ammo,false,0,ER,0,1,,1,Normal,70,,,,,,,,,t0,5,"[{""C"":""#63A655"",""I"":5}]",-4,-0.01,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,360,480,240,1.25,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ATM,1,0,"Short range missiles, capable of dealing heavy damage at close range via shaped charge warheads.",null,Ammunition_ATM_HE,HE ATM Ammo,false,0,HE,0,1,,1,Normal,90,,,,,,,,,t0,5,"[{""C"":""#585169"",""I"":5}]",4,0.01,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-180,-240,-120,,-60,-120,WeaponEffect-Weapon_SRM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,BombMine,1,0,"Massive rounds, designed for devastating impact, to be used in an AC/20.",null,Ammunition_Bomb_Minefield,AC/20 Ammo,false,0,FASCAM,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,true,,,,1,0,1,30,0.5,15,3,0,false,0.01,0,0,30,enum:AudioEventList_explosion.explosion_propane_tank,,,[],,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemLarge,1,0,GAUSS Ammo,null,Ammunition_ChemLarge,Chem Large Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemLargeInternal,1,0,GAUSS Ammo,null,Ammunition_ChemLargeInternal,Chem Large Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemMedium,1,0,GAUSS Ammo,null,Ammunition_ChemMedium,Chem Medium Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemMediumInternal,1,0,GAUSS Ammo,null,Ammunition_ChemMediumInternal,Chem Medium Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemSmall,1,0,GAUSS Ammo,null,Ammunition_ChemSmall,Chem Small Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ChemSmallInternal,1,0,GAUSS Ammo,null,Ammunition_ChemSmallInternal,Chem Small Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Flamer,1,0,Flamer Ammo. SHOULD NOT BE PURCHASABLE OR AVAILABLE!!! Flamers should have internal ammo only.,null,Ammunition_Flamer,Flamer Ammo,false,0,STD,0,1,true,1,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,Fluid,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_Fluid_Acid,Fluid Ammo,false,0,Acid,0,1,,0.5,Normal,80,,,,,,,,,,,,6,,,"[{""Description"":{""Details"":""This unit is coated with corrosive Acid. It will take 30% increased Damage."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_Acid_Fluid_DMG"",""Name"":""Acid""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.3"",""operation"":""Float_Add"",""statName"":""DamageReductionMultiplierAll""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fluid,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_Fluid_Inferno,Fluid Ammo,false,0,Inferno,0,1,,1,Normal,70,,,,,,,,,,,,,1,8,"[{""Description"":{""Details"":""This unit is coated with burning chemicals. It will gain 15 heat on its next activation."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""-15"",""operation"":""Int_Add"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fluid,1,0,Large bore belted ammunition for 'Mech-mounted machine guns.,null,Ammunition_Fluid_Oil,Fluid Ammo,false,0,Oil,0,1,,1,Normal,60,,,,,,,,,,,,,,,"[{""Description"":{""Details"":""This unit is coated with oil. It will take 200% stability damage from all attacks until its next activation."",""Icon"":""uixSvgIcon_designMask_rough"",""Id"":""Effect_OilInstability"",""Name"":""OILSLICK""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""2.0"",""operation"":""Float_Multiply"",""statName"":""ReceivedInstabilityMultiplier""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""The Mech's Runspeed is impaired by 50%."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""OilMove-Effect"",""Name"":""Run Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""RunSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null},{""Description"":{""Details"":""The Mech's Walkspeed is impaired by 50%."",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""OilMove-Effect2"",""Name"":""Walk Impaired""},""actorBurningData"":null,""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""floatieData"":null,""instantModData"":null,""nature"":""Debuff"",""poorlyMaintainedEffectData"":null,""statisticData"":{""additionalRules"":""NotSet"",""appliesEachTick"":false,""effectsPersistAfterDestruction"":false,""modType"":""System.Single"",""modValue"":""0.5"",""operation"":""Float_Multiply"",""statName"":""WalkSpeed"",""targetAmmoCategory"":""NotSet"",""targetCollection"":""NotSet"",""targetWeaponCategory"":""NotSet"",""targetWeaponSubType"":""NotSet"",""targetWeaponType"":""NotSet""},""tagData"":null,""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":2,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":null}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
